slice,name,structure
112.0,PC,36:2
112.0,HexCer,40:0;O2
112.0,PS,36:2
112.0,PC,36:1
112.0,PG_PG,38:1_40:4
112.0,SM,42:3;O2
112.0,PS,36:0
112.0,PC,38:5
112.0,PS,38:5
112.0,PG,39:5
112.0,PG,39:4
112.0,PC,38:7
112.0,PG,40:5
112.0,PC,38:4
112.0,PG,40:4
112.0,PC,38:2
112.0,PC,38:1
112.0,PE,42:6
112.0,PS,41:0
112.0,PS,40:2
112.0,PS,40:6
112.0,PI,34:1
112.0,PS,40:5
112.0,PC,40:4
112.0,HexCer,44:2;O2
112.0,PI,34:0
112.0,PS,42:9
112.0,PC,40:2
112.0,PS,41:1
112.0,PI,36:3
112.0,PS,42:6
112.0,PI,36:1
112.0,PI,36:0
112.0,PS,44:9
112.0,PI,38:7
112.0,PI,39:5
112.0,PS,44:10
112.0,PI,38:5
112.0,PI,38:4
112.0,PI,40:8
112.0,PI,40:7
112.0,PI,40:5
112.0,PI,42:8
112.0,Hex2Cer,40:1;O2
112.0,Hex2Cer,40:0;O2
113.0,HexCer,42:2;O2
113.0,HexCer,42:1;O2
113.0,HexCer,40:1;O2
113.0,PC,38:6
113.0,PA,34:1
113.0,SM,36:1;O2
113.0,HexCer,40:2;O2
113.0,PG,40:6
113.0,PC,40:6
113.0,HexCer,36:1:O2
113.0,PE,40:6
113.0,PG,36:0
113.0,HexCer,41:1;O2
113.0,PE,42:9
113.0,PE,38:6
113.0,PC,40:7
113.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
113.0,LPE,22:6
113.0,PA,36:1
113.0,PE,40:7
113.0,PG,37:4
113.0,Cer,42:2;O2
113.0,Cer,40:2;O2
113.0,LPE,22:4
113.0,PA,40:6
113.0,PC,34:2
113.0,PC,40:1
113.0,PS,36:1
113.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
113.0,SM,42:1;O2
113.0,PI,36:4
113.0,SM,38:1;O2
113.0,PC,42:1
113.0,SM,34:1;O2
113.0,PE,40:4
113.0,PA,38:3
113.0,PG,36:2
113.0,PC,30:0
113.0,TG,67:2
113.0,TG,72:9
113.0,LPA,18:1
113.0,LPC,O-16:2
113.0,LPC,16:0
113.0,LPC,O-16:0
113.0,LPC,O-18:2
113.0,LPE,18:1
113.0,LPS,16:0
113.0,LPE,18:0
113.0,LPC,O-18:0
113.0,LPE,20:0
113.0,LPC,18:1
113.0,LPG,20:1
113.0,LPC,18:0
113.0,LPE,22:1
113.0,LPC,20:4
113.0,LPC,20:1
113.0,Cer,36:1;O2
113.0,LPC,22:6
113.0,Cer,40:1;O2
113.0,Cer,41:2;O2
113.0,Cer,40:0;O2
113.0,DG,35:0
113.0,Cer,42:1;O2
113.0,PA,32:1
113.0,PA,32:0
113.0,SM,31:1;O2
113.0,PE,O-34:2
113.0,PC_PE,31:0_34:0
113.0,PA_PA,36:1_38:4
113.0,PE,32:2
113.0,HexCer,36:2;O2
113.0,PC,32:1
113.0,PC,32:0
113.0,PA,36:4
113.0,PA,36:2
113.0,PC_PE_PE,31:0_34:0_36:3
113.0,PA,38:5
113.0,PG,32:0
113.0,PE,36:1
113.0,PC,O-34:1
113.0,PE,36:0
113.0,HexCer,36:1;O2
113.0,PS,32:1
113.0,HexCer,38:2;O2
113.0,SM,35:1;O2
113.0,PC_PE,31:1_34:1
113.0,PE_PE,O-36:0_O-38:3
113.0,PC,O-32:0
113.0,PE,O-38:2
113.0,PC,34:1
113.0,PE,O-36:5
113.0,PC,34:0
113.0,PA,38:4
113.0,PE,O-36:3
113.0,SM,36:2;O2
113.0,PE,O-36:2
113.0,PE,O-36:1
113.0,PC_PE,35:1_38:1
113.0,PA,40:4
113.0,PE,O-38:7
113.0,PG,34:1
113.0,PG,35:0
113.0,PE,O-38:6
113.0,PG,34:0
113.0,PC_PE_PE,37:5_38:2_40:5
113.0,HexCer_PG,38:1;O2_36:1
113.0,PC,35:0
113.0,PE,38:7
113.0,PS,34:1
113.0,PS,36:4
113.0,PC_PE,37:1_40:1
113.0,PS,36:3
113.0,PG,37:5
113.0,PE,38:4
113.0,PG,37:2
113.0,PC,O-36:1
113.0,PG,37:1
113.0,SM,42:2;O2
113.0,PE,O-40:7
113.0,PG,36:1
113.0,PS,38:1
113.0,PG,38:5
113.0,PC_PE_PE,39:6_40:3_42:6
113.0,PG,38:4
113.0,PG,39:0
113.0,SM,41:2;O2
113.0,PC,36:3
113.0,PG,38:3
113.0,PC,36:2
113.0,HexCer,40:0;O2
113.0,PS,36:2
113.0,PC,36:1
113.0,PG_PG,38:1_40:4
113.0,SM,42:3;O2
113.0,PS,36:0
113.0,PC,38:5
113.0,PS,38:5
113.0,PG,39:5
113.0,PG,39:4
113.0,PC,38:7
113.0,PG,40:5
113.0,PC,38:4
113.0,PG,40:4
113.0,PC,38:2
113.0,PC,38:1
113.0,PE,42:6
113.0,PS,41:0
113.0,PS,40:2
113.0,PS,40:6
113.0,PI,34:1
113.0,PS,40:5
113.0,PC,40:4
113.0,HexCer,44:2;O2
113.0,PI,34:0
113.0,PS,42:9
113.0,PC,40:2
113.0,PS,41:1
113.0,PI,36:3
113.0,PS,42:6
113.0,PI,36:1
113.0,PI,36:0
113.0,PS,44:9
113.0,PI,38:7
113.0,PI,39:5
113.0,PS,44:10
113.0,PI,38:5
113.0,PI,38:4
113.0,PI,40:8
113.0,PI,40:7
113.0,PI,40:5
113.0,PI,42:8
113.0,Hex2Cer,40:1;O2
113.0,Hex2Cer,40:0;O2
114.0,HexCer,42:2;O2
114.0,HexCer,42:1;O2
114.0,HexCer,40:1;O2
114.0,PC,38:6
114.0,PA,34:1
114.0,SM,36:1;O2
114.0,HexCer,40:2;O2
114.0,PG,40:6
114.0,PC,40:6
114.0,HexCer,36:1:O2
114.0,PE,40:6
114.0,PG,36:0
114.0,HexCer,41:1;O2
114.0,PE,42:9
114.0,PE,38:6
114.0,PC,40:7
114.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
114.0,LPE,22:6
114.0,PA,36:1
114.0,PE,40:7
114.0,PG,37:4
114.0,Cer,42:2;O2
114.0,Cer,40:2;O2
114.0,LPE,22:4
114.0,PA,40:6
114.0,PC,34:2
114.0,PC,40:1
114.0,PS,36:1
114.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
114.0,SM,42:1;O2
114.0,PI,36:4
114.0,SM,38:1;O2
114.0,PC,42:1
114.0,SM,34:1;O2
114.0,PE,40:4
114.0,PA,38:3
114.0,PG,36:2
114.0,PC,30:0
114.0,TG,67:2
114.0,TG,72:9
114.0,LPA,18:1
114.0,LPC,O-16:2
114.0,LPC,16:0
114.0,LPC,O-16:0
114.0,LPC,O-18:2
114.0,LPE,18:1
114.0,LPS,16:0
114.0,LPE,18:0
114.0,LPC,O-18:0
114.0,LPE,20:0
114.0,LPC,18:1
114.0,LPG,20:1
114.0,LPC,18:0
114.0,LPE,22:1
114.0,LPC,20:4
114.0,LPC,20:1
114.0,Cer,36:1;O2
114.0,LPC,22:6
114.0,Cer,40:1;O2
114.0,Cer,41:2;O2
114.0,Cer,40:0;O2
114.0,DG,35:0
114.0,Cer,42:1;O2
114.0,PA,32:1
114.0,PA,32:0
114.0,SM,31:1;O2
114.0,PE,O-34:2
114.0,PC_PE,31:0_34:0
114.0,PA_PA,36:1_38:4
114.0,PE,32:2
114.0,HexCer,36:2;O2
114.0,PC,32:1
114.0,PC,32:0
114.0,PA,36:4
114.0,PA,36:2
114.0,PC_PE_PE,31:0_34:0_36:3
114.0,PA,38:5
114.0,PG,32:0
114.0,PE,36:1
114.0,PC,O-34:1
114.0,PE,36:0
114.0,HexCer,36:1;O2
114.0,PS,32:1
114.0,HexCer,38:2;O2
114.0,SM,35:1;O2
114.0,PC_PE,31:1_34:1
114.0,PE_PE,O-36:0_O-38:3
114.0,PC,O-32:0
114.0,PE,O-38:2
114.0,PC,34:1
114.0,PE,O-36:5
114.0,PC,34:0
114.0,PA,38:4
114.0,PE,O-36:3
114.0,SM,36:2;O2
114.0,PE,O-36:2
114.0,PE,O-36:1
114.0,PC_PE,35:1_38:1
114.0,PA,40:4
114.0,PE,O-38:7
114.0,PG,34:1
114.0,PG,35:0
114.0,PE,O-38:6
114.0,PG,34:0
114.0,PC_PE_PE,37:5_38:2_40:5
114.0,HexCer_PG,38:1;O2_36:1
114.0,PC,35:0
114.0,PE,38:7
114.0,PS,34:1
114.0,PS,36:4
114.0,PC_PE,37:1_40:1
114.0,PS,36:3
114.0,PG,37:5
114.0,PE,38:4
114.0,PG,37:2
114.0,PC,O-36:1
114.0,PG,37:1
114.0,SM,42:2;O2
114.0,PE,O-40:7
114.0,PG,36:1
114.0,PS,38:1
114.0,PG,38:5
114.0,PC_PE_PE,39:6_40:3_42:6
114.0,PG,38:4
114.0,PG,39:0
114.0,SM,41:2;O2
114.0,PC,36:3
114.0,PG,38:3
114.0,PC,36:2
114.0,HexCer,40:0;O2
114.0,PS,36:2
114.0,PC,36:1
114.0,PG_PG,38:1_40:4
114.0,SM,42:3;O2
114.0,PS,36:0
114.0,PC,38:5
114.0,PS,38:5
114.0,PG,39:5
114.0,PG,39:4
114.0,PC,38:7
114.0,PG,40:5
114.0,PC,38:4
114.0,PG,40:4
114.0,PC,38:2
114.0,PC,38:1
114.0,PE,42:6
114.0,PS,41:0
114.0,PS,40:2
114.0,PS,40:6
114.0,PI,34:1
114.0,PS,40:5
114.0,PC,40:4
114.0,HexCer,44:2;O2
114.0,PI,34:0
114.0,PS,42:9
114.0,PC,40:2
114.0,PS,41:1
114.0,PI,36:3
114.0,PS,42:6
114.0,PI,36:1
114.0,PI,36:0
114.0,PS,44:9
114.0,PI,38:7
114.0,PI,39:5
114.0,PS,44:10
114.0,PI,38:5
114.0,PI,38:4
114.0,PI,40:8
114.0,PI,40:7
114.0,PI,40:5
114.0,PI,42:8
114.0,Hex2Cer,40:1;O2
114.0,Hex2Cer,40:0;O2
115.0,HexCer,42:2;O2
115.0,HexCer,42:1;O2
115.0,HexCer,40:1;O2
115.0,PC,38:6
115.0,PA,34:1
115.0,SM,36:1;O2
115.0,HexCer,40:2;O2
115.0,PG,40:6
115.0,PC,40:6
115.0,HexCer,36:1:O2
115.0,PE,40:6
115.0,PG,36:0
115.0,HexCer,41:1;O2
115.0,PE,42:9
115.0,PE,38:6
115.0,PC,40:7
115.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
115.0,LPE,22:6
115.0,PA,36:1
115.0,PE,40:7
115.0,PG,37:4
115.0,Cer,42:2;O2
115.0,Cer,40:2;O2
115.0,LPE,22:4
115.0,PA,40:6
115.0,PC,34:2
115.0,PC,40:1
115.0,PS,36:1
115.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
115.0,SM,42:1;O2
115.0,PI,36:4
115.0,SM,38:1;O2
115.0,PC,42:1
115.0,SM,34:1;O2
115.0,PE,40:4
115.0,PA,38:3
115.0,PG,36:2
115.0,PC,30:0
115.0,TG,67:2
115.0,TG,72:9
115.0,LPA,18:1
115.0,LPC,O-16:2
115.0,LPC,16:0
115.0,LPC,O-16:0
115.0,LPC,O-18:2
115.0,LPE,18:1
115.0,LPS,16:0
115.0,LPE,18:0
115.0,LPC,O-18:0
115.0,LPE,20:0
115.0,LPC,18:1
115.0,LPG,20:1
115.0,LPC,18:0
115.0,LPE,22:1
115.0,LPC,20:4
115.0,LPC,20:1
115.0,Cer,36:1;O2
115.0,LPC,22:6
115.0,Cer,40:1;O2
115.0,Cer,41:2;O2
115.0,Cer,40:0;O2
115.0,DG,35:0
115.0,Cer,42:1;O2
115.0,PA,32:1
115.0,PA,32:0
115.0,SM,31:1;O2
115.0,PE,O-34:2
115.0,PC_PE,31:0_34:0
115.0,PA_PA,36:1_38:4
115.0,PE,32:2
115.0,HexCer,36:2;O2
115.0,PC,32:1
115.0,PC,32:0
115.0,PA,36:4
115.0,PA,36:2
115.0,PC_PE_PE,31:0_34:0_36:3
115.0,PA,38:5
115.0,PG,32:0
115.0,PE,36:1
115.0,PC,O-34:1
115.0,PE,36:0
115.0,HexCer,36:1;O2
115.0,PS,32:1
115.0,HexCer,38:2;O2
115.0,SM,35:1;O2
115.0,PC_PE,31:1_34:1
115.0,PE_PE,O-36:0_O-38:3
115.0,PC,O-32:0
115.0,PE,O-38:2
115.0,PC,34:1
115.0,PE,O-36:5
115.0,PC,34:0
115.0,PA,38:4
115.0,PE,O-36:3
115.0,SM,36:2;O2
115.0,PE,O-36:2
115.0,PE,O-36:1
115.0,PC_PE,35:1_38:1
115.0,PA,40:4
115.0,PE,O-38:7
115.0,PG,34:1
115.0,PG,35:0
115.0,PE,O-38:6
115.0,PG,34:0
115.0,PC_PE_PE,37:5_38:2_40:5
115.0,HexCer_PG,38:1;O2_36:1
115.0,PC,35:0
115.0,PE,38:7
115.0,PS,34:1
115.0,PS,36:4
115.0,PC_PE,37:1_40:1
115.0,PS,36:3
115.0,PG,37:5
115.0,PE,38:4
115.0,PG,37:2
115.0,PC,O-36:1
115.0,PG,37:1
115.0,SM,42:2;O2
115.0,PE,O-40:7
115.0,PG,36:1
115.0,PS,38:1
115.0,PG,38:5
115.0,PC_PE_PE,39:6_40:3_42:6
115.0,PG,38:4
115.0,PG,39:0
115.0,SM,41:2;O2
115.0,PC,36:3
115.0,PG,38:3
115.0,PC,36:2
115.0,HexCer,40:0;O2
115.0,PS,36:2
115.0,PC,36:1
115.0,PG_PG,38:1_40:4
115.0,SM,42:3;O2
115.0,PS,36:0
115.0,PC,38:5
115.0,PS,38:5
115.0,PG,39:5
115.0,PG,39:4
115.0,PC,38:7
115.0,PG,40:5
115.0,PC,38:4
115.0,PG,40:4
115.0,PC,38:2
115.0,PC,38:1
115.0,PE,42:6
115.0,PS,41:0
115.0,PS,40:2
115.0,PS,40:6
115.0,PI,34:1
115.0,PS,40:5
115.0,PC,40:4
115.0,HexCer,44:2;O2
115.0,PI,34:0
115.0,PS,42:9
115.0,PC,40:2
115.0,PS,41:1
115.0,PI,36:3
115.0,PS,42:6
115.0,PI,36:1
115.0,PI,36:0
115.0,PS,44:9
115.0,PI,38:7
115.0,PI,39:5
115.0,PS,44:10
115.0,PI,38:5
115.0,PI,38:4
115.0,PI,40:8
115.0,PI,40:7
115.0,PI,40:5
115.0,PI,42:8
115.0,Hex2Cer,40:1;O2
115.0,Hex2Cer,40:0;O2
116.0,HexCer,42:2;O2
116.0,HexCer,42:1;O2
116.0,HexCer,40:1;O2
116.0,PC,38:6
116.0,PA,34:1
116.0,SM,36:1;O2
116.0,HexCer,40:2;O2
116.0,PG,40:6
116.0,PC,40:6
116.0,HexCer,36:1:O2
116.0,PE,40:6
116.0,PG,36:0
116.0,HexCer,41:1;O2
116.0,PE,42:9
116.0,PE,38:6
116.0,PC,40:7
116.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
116.0,LPE,22:6
116.0,PA,36:1
116.0,PE,40:7
116.0,PG,37:4
116.0,Cer,42:2;O2
116.0,Cer,40:2;O2
116.0,LPE,22:4
116.0,PA,40:6
116.0,PC,34:2
116.0,PC,40:1
116.0,PS,36:1
116.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
116.0,SM,42:1;O2
116.0,PI,36:4
116.0,SM,38:1;O2
116.0,PC,42:1
116.0,SM,34:1;O2
116.0,PE,40:4
116.0,PA,38:3
116.0,PG,36:2
116.0,PC,30:0
116.0,TG,67:2
116.0,TG,72:9
116.0,LPA,18:1
116.0,LPC,O-16:2
116.0,LPC,16:0
116.0,LPC,O-16:0
116.0,LPC,O-18:2
116.0,LPE,18:1
116.0,LPS,16:0
116.0,LPE,18:0
116.0,LPC,O-18:0
116.0,LPE,20:0
116.0,LPC,18:1
116.0,LPG,20:1
116.0,LPC,18:0
116.0,LPE,22:1
116.0,LPC,20:4
116.0,LPC,20:1
116.0,Cer,36:1;O2
116.0,LPC,22:6
116.0,Cer,40:1;O2
116.0,Cer,41:2;O2
116.0,Cer,40:0;O2
116.0,DG,35:0
116.0,Cer,42:1;O2
116.0,PA,32:1
116.0,PA,32:0
116.0,SM,31:1;O2
116.0,PE,O-34:2
116.0,PC_PE,31:0_34:0
116.0,PA_PA,36:1_38:4
116.0,PE,32:2
116.0,HexCer,36:2;O2
116.0,PC,32:1
116.0,PC,32:0
116.0,PA,36:4
116.0,PA,36:2
116.0,PC_PE_PE,31:0_34:0_36:3
116.0,PA,38:5
116.0,PG,32:0
116.0,PE,36:1
116.0,PC,O-34:1
116.0,PE,36:0
116.0,HexCer,36:1;O2
116.0,PS,32:1
116.0,HexCer,38:2;O2
116.0,SM,35:1;O2
116.0,PC_PE,31:1_34:1
116.0,PE_PE,O-36:0_O-38:3
116.0,PC,O-32:0
116.0,PE,O-38:2
116.0,PC,34:1
116.0,PE,O-36:5
116.0,PC,34:0
116.0,PA,38:4
116.0,PE,O-36:3
116.0,SM,36:2;O2
116.0,PE,O-36:2
116.0,PE,O-36:1
116.0,PC_PE,35:1_38:1
116.0,PA,40:4
116.0,PE,O-38:7
116.0,PG,34:1
116.0,PG,35:0
116.0,PE,O-38:6
116.0,PG,34:0
116.0,PC_PE_PE,37:5_38:2_40:5
116.0,HexCer_PG,38:1;O2_36:1
116.0,PC,35:0
116.0,PE,38:7
116.0,PS,34:1
116.0,PS,36:4
116.0,PC_PE,37:1_40:1
116.0,PS,36:3
116.0,PG,37:5
116.0,PE,38:4
116.0,PG,37:2
116.0,PC,O-36:1
116.0,PG,37:1
116.0,SM,42:2;O2
116.0,PE,O-40:7
116.0,PG,36:1
116.0,PS,38:1
116.0,PG,38:5
116.0,PC_PE_PE,39:6_40:3_42:6
116.0,PG,38:4
116.0,PG,39:0
116.0,SM,41:2;O2
116.0,PC,36:3
116.0,PG,38:3
116.0,PC,36:2
116.0,HexCer,40:0;O2
116.0,PS,36:2
116.0,PC,36:1
116.0,PG_PG,38:1_40:4
116.0,SM,42:3;O2
116.0,PS,36:0
116.0,PC,38:5
116.0,PS,38:5
116.0,PG,39:5
116.0,PG,39:4
116.0,PC,38:7
116.0,PG,40:5
116.0,PC,38:4
116.0,PG,40:4
116.0,PC,38:2
116.0,PC,38:1
116.0,PE,42:6
116.0,PS,41:0
116.0,PS,40:2
116.0,PS,40:6
116.0,PI,34:1
116.0,PS,40:5
116.0,PC,40:4
116.0,HexCer,44:2;O2
116.0,PI,34:0
116.0,PS,42:9
116.0,PC,40:2
116.0,PS,41:1
116.0,PI,36:3
116.0,PS,42:6
116.0,PI,36:1
116.0,PI,36:0
116.0,PS,44:9
116.0,PI,38:7
116.0,PI,39:5
116.0,PS,44:10
116.0,PI,38:5
116.0,PI,38:4
116.0,PI,40:8
116.0,PI,40:7
116.0,PI,40:5
116.0,PI,42:8
116.0,Hex2Cer,40:1;O2
116.0,Hex2Cer,40:0;O2
117.0,HexCer,42:2;O2
117.0,HexCer,42:1;O2
117.0,HexCer,40:1;O2
117.0,PC,38:6
117.0,PA,34:1
117.0,SM,36:1;O2
117.0,HexCer,40:2;O2
117.0,PG,40:6
117.0,PC,40:6
117.0,HexCer,36:1:O2
117.0,PE,40:6
117.0,PG,36:0
117.0,HexCer,41:1;O2
117.0,PE,42:9
117.0,PE,38:6
117.0,PC,40:7
117.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
117.0,LPE,22:6
117.0,PA,36:1
117.0,PE,40:7
117.0,PG,37:4
117.0,Cer,42:2;O2
117.0,Cer,40:2;O2
117.0,LPE,22:4
117.0,PA,40:6
117.0,PC,34:2
117.0,PC,40:1
117.0,PS,36:1
117.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
117.0,SM,42:1;O2
117.0,PI,36:4
117.0,SM,38:1;O2
117.0,PC,42:1
117.0,SM,34:1;O2
117.0,PE,40:4
117.0,PA,38:3
117.0,PG,36:2
117.0,PC,30:0
117.0,TG,67:2
117.0,TG,72:9
117.0,LPA,18:1
117.0,LPC,O-16:2
117.0,LPC,16:0
117.0,LPC,O-16:0
117.0,LPC,O-18:2
117.0,LPE,18:1
117.0,LPS,16:0
117.0,LPE,18:0
117.0,LPC,O-18:0
117.0,LPE,20:0
117.0,LPC,18:1
117.0,LPG,20:1
117.0,LPC,18:0
117.0,LPE,22:1
117.0,LPC,20:4
117.0,LPC,20:1
117.0,Cer,36:1;O2
117.0,LPC,22:6
117.0,Cer,40:1;O2
117.0,Cer,41:2;O2
117.0,Cer,40:0;O2
117.0,DG,35:0
117.0,Cer,42:1;O2
117.0,PA,32:1
117.0,PA,32:0
117.0,SM,31:1;O2
117.0,PE,O-34:2
117.0,PC_PE,31:0_34:0
117.0,PA_PA,36:1_38:4
117.0,PE,32:2
117.0,HexCer,36:2;O2
117.0,PC,32:1
117.0,PC,32:0
117.0,PA,36:4
117.0,PA,36:2
117.0,PC_PE_PE,31:0_34:0_36:3
117.0,PA,38:5
117.0,PG,32:0
117.0,PE,36:1
117.0,PC,O-34:1
117.0,PE,36:0
117.0,HexCer,36:1;O2
117.0,PS,32:1
117.0,HexCer,38:2;O2
117.0,SM,35:1;O2
117.0,PC_PE,31:1_34:1
117.0,PE_PE,O-36:0_O-38:3
117.0,PC,O-32:0
117.0,PE,O-38:2
117.0,PC,34:1
117.0,PE,O-36:5
117.0,PC,34:0
117.0,PA,38:4
117.0,PE,O-36:3
117.0,SM,36:2;O2
117.0,PE,O-36:2
117.0,PE,O-36:1
117.0,PC_PE,35:1_38:1
117.0,PA,40:4
117.0,PE,O-38:7
117.0,PG,34:1
117.0,PG,35:0
117.0,PE,O-38:6
117.0,PG,34:0
117.0,PC_PE_PE,37:5_38:2_40:5
117.0,HexCer_PG,38:1;O2_36:1
117.0,PC,35:0
117.0,PE,38:7
117.0,PS,34:1
117.0,PS,36:4
117.0,PC_PE,37:1_40:1
117.0,PS,36:3
117.0,PG,37:5
117.0,PE,38:4
117.0,PG,37:2
117.0,PC,O-36:1
117.0,PG,37:1
117.0,SM,42:2;O2
117.0,PE,O-40:7
117.0,PG,36:1
117.0,PS,38:1
117.0,PG,38:5
117.0,PC_PE_PE,39:6_40:3_42:6
117.0,PG,38:4
117.0,PG,39:0
117.0,SM,41:2;O2
117.0,PC,36:3
117.0,PG,38:3
117.0,PC,36:2
117.0,HexCer,40:0;O2
117.0,PS,36:2
117.0,PC,36:1
117.0,PG_PG,38:1_40:4
117.0,SM,42:3;O2
117.0,PS,36:0
117.0,PC,38:5
117.0,PS,38:5
117.0,PG,39:5
117.0,PG,39:4
117.0,PC,38:7
117.0,PG,40:5
117.0,PC,38:4
117.0,PG,40:4
117.0,PC,38:2
117.0,PC,38:1
117.0,PE,42:6
117.0,PS,41:0
117.0,PS,40:2
117.0,PS,40:6
117.0,PI,34:1
117.0,PS,40:5
117.0,PC,40:4
117.0,HexCer,44:2;O2
117.0,PI,34:0
117.0,PS,42:9
117.0,PC,40:2
117.0,PS,41:1
117.0,PI,36:3
117.0,PS,42:6
117.0,PI,36:1
117.0,PI,36:0
117.0,PS,44:9
117.0,PI,38:7
117.0,PI,39:5
117.0,PS,44:10
117.0,PI,38:5
117.0,PI,38:4
117.0,PI,40:8
117.0,PI,40:7
117.0,PI,40:5
117.0,PI,42:8
117.0,Hex2Cer,40:1;O2
117.0,Hex2Cer,40:0;O2
118.0,HexCer,42:2;O2
118.0,HexCer,42:1;O2
118.0,HexCer,40:1;O2
118.0,PC,38:6
118.0,PA,34:1
118.0,SM,36:1;O2
118.0,HexCer,40:2;O2
118.0,PG,40:6
118.0,PC,40:6
118.0,HexCer,36:1:O2
118.0,PE,40:6
118.0,PG,36:0
118.0,HexCer,41:1;O2
118.0,PE,42:9
118.0,PE,38:6
118.0,PC,40:7
118.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
118.0,LPE,22:6
118.0,PA,36:1
118.0,PE,40:7
118.0,PG,37:4
118.0,Cer,42:2;O2
118.0,Cer,40:2;O2
118.0,LPE,22:4
118.0,PA,40:6
118.0,PC,34:2
118.0,PC,40:1
118.0,PS,36:1
118.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
118.0,SM,42:1;O2
118.0,PI,36:4
118.0,SM,38:1;O2
118.0,PC,42:1
118.0,SM,34:1;O2
118.0,PE,40:4
118.0,PA,38:3
118.0,PG,36:2
118.0,PC,30:0
118.0,TG,67:2
118.0,TG,72:9
118.0,LPA,18:1
118.0,LPC,O-16:2
118.0,LPC,16:0
118.0,LPC,O-16:0
118.0,LPC,O-18:2
118.0,LPE,18:1
118.0,LPS,16:0
118.0,LPE,18:0
118.0,LPC,O-18:0
118.0,LPE,20:0
118.0,LPC,18:1
118.0,LPG,20:1
118.0,LPC,18:0
118.0,LPE,22:1
118.0,LPC,20:4
118.0,LPC,20:1
118.0,Cer,36:1;O2
118.0,LPC,22:6
118.0,Cer,40:1;O2
118.0,Cer,41:2;O2
118.0,Cer,40:0;O2
118.0,DG,35:0
118.0,Cer,42:1;O2
118.0,PA,32:1
118.0,PA,32:0
118.0,SM,31:1;O2
118.0,PE,O-34:2
118.0,PC_PE,31:0_34:0
118.0,PA_PA,36:1_38:4
118.0,PE,32:2
118.0,HexCer,36:2;O2
118.0,PC,32:1
118.0,PC,32:0
118.0,PA,36:4
118.0,PA,36:2
118.0,PC_PE_PE,31:0_34:0_36:3
118.0,PA,38:5
118.0,PG,32:0
118.0,PE,36:1
118.0,PC,O-34:1
118.0,PE,36:0
118.0,HexCer,36:1;O2
118.0,PS,32:1
118.0,HexCer,38:2;O2
118.0,SM,35:1;O2
118.0,PC_PE,31:1_34:1
118.0,PE_PE,O-36:0_O-38:3
118.0,PC,O-32:0
118.0,PE,O-38:2
118.0,PC,34:1
118.0,PE,O-36:5
118.0,PC,34:0
118.0,PA,38:4
118.0,PE,O-36:3
118.0,SM,36:2;O2
118.0,PE,O-36:2
118.0,PE,O-36:1
118.0,PC_PE,35:1_38:1
118.0,PA,40:4
118.0,PE,O-38:7
118.0,PG,34:1
118.0,PG,35:0
118.0,PE,O-38:6
118.0,PG,34:0
118.0,PC_PE_PE,37:5_38:2_40:5
118.0,HexCer_PG,38:1;O2_36:1
118.0,PC,35:0
118.0,PE,38:7
118.0,PS,34:1
118.0,PS,36:4
118.0,PC_PE,37:1_40:1
118.0,PS,36:3
118.0,PG,37:5
118.0,PE,38:4
118.0,PG,37:2
118.0,PC,O-36:1
118.0,PG,37:1
118.0,SM,42:2;O2
118.0,PE,O-40:7
118.0,PG,36:1
118.0,PS,38:1
118.0,PG,38:5
118.0,PC_PE_PE,39:6_40:3_42:6
118.0,PG,38:4
118.0,PG,39:0
118.0,SM,41:2;O2
118.0,PC,36:3
118.0,PG,38:3
118.0,PC,36:2
118.0,HexCer,40:0;O2
118.0,PS,36:2
118.0,PC,36:1
118.0,PG_PG,38:1_40:4
118.0,SM,42:3;O2
118.0,PS,36:0
118.0,PC,38:5
118.0,PS,38:5
118.0,PG,39:5
118.0,PG,39:4
118.0,PC,38:7
118.0,PG,40:5
118.0,PC,38:4
118.0,PG,40:4
118.0,PC,38:2
118.0,PC,38:1
118.0,PE,42:6
118.0,PS,41:0
118.0,PS,40:2
118.0,PS,40:6
118.0,PI,34:1
118.0,PS,40:5
118.0,PC,40:4
118.0,HexCer,44:2;O2
118.0,PI,34:0
118.0,PS,42:9
118.0,PC,40:2
118.0,PS,41:1
118.0,PI,36:3
118.0,PS,42:6
118.0,PI,36:1
118.0,PI,36:0
118.0,PS,44:9
118.0,PI,38:7
118.0,PI,39:5
118.0,PS,44:10
118.0,PI,38:5
118.0,PI,38:4
118.0,PI,40:8
118.0,PI,40:7
118.0,PI,40:5
118.0,PI,42:8
118.0,Hex2Cer,40:1;O2
118.0,Hex2Cer,40:0;O2
119.0,HexCer,42:2;O2
119.0,HexCer,42:1;O2
